源编号,源类,年份,行业代码,行业名称,设备类型,排口编号,核算项数,分类理由
SRC-RAW-07057DB0E9D3E4F6288D,工业锅炉,2022,2761,生物药品制造,燃气锅炉,DA001,9,[]
SRC-RAW-15E834FDA8734D957340,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-EEFB04F6C28F9A63B73F,工业锅炉,2022,1432,速冻食品制造,燃气锅炉,DA001,9,[]
SRC-RAW-632247B6A0FAA470D9B0,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA001,9,[]
SRC-RAW-B8F0D0A4A0C80560A841,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA002,9,[]
SRC-RAW-6E8C0A90C33FF4EF9F62,工业锅炉,2022,2921,塑料薄膜制造,燃气锅炉,DA002,9,[]
SRC-RAW-0D9DD3060792EFD6DCC9,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA002,9,[]
SRC-RAW-FF1045ABC23B668A936E,工业锅炉,2022,2511,原油加工及石油制品制造,燃煤锅炉,DA001,9,[]
SRC-RAW-75592E83770CD2701D5A,工业锅炉,2022,2511,原油加工及石油制品制造,燃煤锅炉,DA002,9,[]
SRC-RAW-75DF4E6BB41F91F299F2,工业锅炉,2022,2511,原油加工及石油制品制造,燃煤锅炉,DA003,17,[]
SRC-RAW-9D59E477248611165BB7,工业锅炉,2022,2511,原油加工及石油制品制造,燃煤锅炉,DA003,17,[]
SRC-RAW-F8CCF3C333E3B546FBB1,工业锅炉,2022,2669,其他专用化学产品制造,燃油锅炉,DA001,9,[]
SRC-RAW-C563143C6BA0677A4584,工业锅炉,2022,3821,变压器、整流器和电感器制造,燃油锅炉,DA001,9,[]
SRC-RAW-520D0DA88C527F9B5A52,工业锅炉,2022,2681,肥皂及洗涤剂制造,燃油锅炉,DA001,9,[]
SRC-RAW-81733743F341489CC94D,工业锅炉,2022,1491,营养食品制造,燃油锅炉,DA001,9,[]
SRC-RAW-6ED484F333A78A6E17D7,工业锅炉,2022,1491,营养食品制造,燃油锅炉,DA002,9,[]
SRC-RAW-52E6AB81D3D5DDFC35C9,工业锅炉,2022,2929,塑料零件及其他塑料制品制造,燃气锅炉,DA003,9,[]
SRC-RAW-AE4483B53853427BBF64,工业锅炉,2022,2641,涂料制造,燃气锅炉,DA001,9,[]
SRC-RAW-0ACE277EB66C951C8826,工业锅炉,2022,1371,蔬菜加工,燃气锅炉,DA002,9,[]
SRC-RAW-3B0CC6CFB63A85382060,工业锅炉,2022,1371,蔬菜加工,燃气锅炉,DA002,9,[]
SRC-RAW-BE190F141F95DFFD2919,工业锅炉,2022,3120,炼钢,燃气锅炉,DA014,9,[]
SRC-RAW-D88EEA837138C9F47D15,工业锅炉,2022,3120,炼钢,燃气锅炉,DA014,9,[]
SRC-RAW-564588A54363D164F11E,工业锅炉,2022,2912,橡胶板、管、带制造,燃气锅炉,DA008,9,[]
SRC-RAW-7DA6877C466516CACACB,工业锅炉,2022,2662,专项化学用品制造,燃油锅炉,DA001,9,[]
SRC-RAW-06ACA4897D5C1B213C7E,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA018,9,[]
SRC-RAW-82A69BFE33CB1705DF62,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA018,9,[]
SRC-RAW-435779FD467D2F558412,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA028,9,[]
SRC-RAW-22ABF22D4401678A23CB,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA029,9,[]
SRC-RAW-F14C8729924567AB0F79,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA030,9,[]
SRC-RAW-05EA0D754E75A0C93D42,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA003,9,[]
SRC-RAW-4B6193068FF120D1A073,工业锅炉,2022,1469,其他调味品、发酵制品制造,燃油锅炉,DA001,9,[]
SRC-RAW-78DE6F8D931CE3FC7373,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-0A1512BE9045E69C1C52,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-0A3A1C44E8E4D545AC29,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-4615F54F4CDDC98E3118,工业锅炉,2022,2689,其他日用化学产品制造,燃油锅炉,DA001,9,[]
SRC-RAW-50E18E2CEE223362ED95,工业锅炉,2022,2669,其他专用化学产品制造,燃气锅炉,DA001,9,[]
SRC-RAW-1006B460896F547099A5,工业锅炉,2022,3360,金属表面处理及热处理加工,燃气锅炉,DA004,9,[]
SRC-RAW-08260629595CDE0A6929,工业锅炉,2022,1331,食用植物油加工,燃气锅炉,DA001,9,[]
SRC-RAW-48DA7646347B83E35DA3,工业锅炉,2022,1331,食用植物油加工,燃气锅炉,DA002,9,[]
SRC-RAW-DFD605BF9866EB0D04AB,工业锅炉,2022,1331,食用植物油加工,燃气锅炉,DA003,9,[]
SRC-RAW-159D7A95FDEA420F5C93,工业锅炉,2022,2720,化学药品制剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-0C0075C0AA2F3B578374,工业锅炉,2022,2720,化学药品制剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-8BC823855308A22EBFFB,工业锅炉,2022,2720,化学药品制剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-CEC3430E60D6C42FE42C,范围外,2022,4512,液化石油气生产和供应业,燃气锅炉,DA001,0,[]
SRC-RAW-D24A9B1EE1D43E6548C4,范围外,2022,4512,液化石油气生产和供应业,燃气锅炉,DA002,0,[]
SRC-RAW-758BC821EC0762F91F62,范围外,2022,4512,液化石油气生产和供应业,燃气锅炉,DA003,0,[]
SRC-RAW-767C9D31AB518D83A1A4,范围外,2022,4512,液化石油气生产和供应业,燃气锅炉,DA004,0,[]
SRC-RAW-CE36439D36BEA0E668D6,范围外,2022,4512,液化石油气生产和供应业,燃气锅炉,DA005,0,[]
SRC-RAW-FFC31481B1D1C1EF1071,范围外,2022,4512,液化石油气生产和供应业,燃气锅炉,DA006,0,[]
SRC-RAW-08428D099C43E7BCB78A,范围外,2022,4512,液化石油气生产和供应业,燃气锅炉,DA007,0,[]
SRC-RAW-B9C3830CBAF65E242030,工业锅炉,2022,1441,液体乳制造,燃气锅炉,DA004,9,[]
SRC-RAW-6AD742CAFF52BE29592E,工业锅炉,2022,1441,液体乳制造,燃气锅炉,DA004,9,[]
SRC-RAW-55212FA9353DA419A877,工业锅炉,2022,2681,肥皂及洗涤剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-C4E7E8F8DBFE20599C8A,工业锅炉,2022,2681,肥皂及洗涤剂制造,燃气锅炉,DA002,9,[]
SRC-RAW-3A966F6751381310DE95,火电热力,2022,4412,热电联产,燃煤锅炉,DA001,9,[]
SRC-RAW-3E1F4674BE5DEDEDE380,火电热力,2022,4412,热电联产,燃煤锅炉,DA001,9,[]
SRC-RAW-6EC3C899F61E7AE061D4,工业锅炉,2022,3670,汽车零部件及配件制造,燃油锅炉,DA001,9,[]
SRC-RAW-F2722D18F79CB94EF519,工业锅炉,2022,3670,汽车零部件及配件制造,燃气锅炉,DA013,9,[]
SRC-RAW-0D4261F5C54B17A3B26E,范围外,2022,1529,茶饮料及其他饮料制造,燃气轮机,DA004,0,[]
SRC-RAW-54D4504761B4C5AB15B4,范围外,2022,1529,茶饮料及其他饮料制造,燃气轮机,DA004,0,[]
SRC-RAW-02B26EFD0FE80675CA89,工业锅炉,2022,2653,合成纤维单（聚合）体制造,燃气锅炉,DA001,9,[]
SRC-RAW-BEBB4AC170C40D7FDAF6,工业锅炉,2022,2653,合成纤维单（聚合）体制造,燃气锅炉,DA001,9,[]
SRC-RAW-BEAE602377156D20D6D8,工业锅炉,2022,2653,合成纤维单（聚合）体制造,燃气锅炉,DA001,9,[]
SRC-RAW-17F0CE77DDF2DB73048F,工业锅炉,2022,2913,橡胶零件制造,燃气锅炉,DA001,9,[]
SRC-RAW-6AAABCE4184D20AE823E,火电热力,2022,4412,热电联产,燃气锅炉,DA001,9,[]
SRC-RAW-49FAFC022930C410AC9A,火电热力,2022,4412,热电联产,燃气锅炉,DA002,9,[]
SRC-RAW-A5C10163A3A9F991D0A0,工业锅炉,2022,2669,其他专用化学产品制造,燃气锅炉,DA006,9,[]
SRC-RAW-DD74F8769A014E101B7B,工业锅炉,2022,1331,食用植物油加工,燃气锅炉,DA001,9,[]
SRC-RAW-67BE15BA22C0E2F8A698,工业锅炉,2022,1331,食用植物油加工,燃气锅炉,DA002,9,[]
SRC-RAW-1F187D035FB430F59767,工业锅炉,2022,1495,食品及饲料添加剂制造,燃气锅炉,DA003,9,[]
SRC-RAW-633F546392044417F128,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA001,9,[]
SRC-RAW-76FD36A36D01FB7E35BB,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA011,9,[]
SRC-RAW-71645BDEBF5AC7AEBD9C,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA010,9,[]
SRC-RAW-2E33DBE3D63A2AFAAD55,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA009,9,[]
SRC-RAW-C14CD5BE153825068214,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA008,9,[]
SRC-RAW-E99737755E2A8754E368,工业锅炉,2022,2682,化妆品制造,燃气锅炉,DA001,9,[]
SRC-RAW-86B36D6546C11D37FEA4,工业锅炉,2022,3990,其他电子设备制造,燃气锅炉,DA011,9,[]
SRC-RAW-A03027053A32D7190D20,工业锅炉,2022,3990,其他电子设备制造,燃气锅炉,DA011,9,[]
SRC-RAW-13DEBA74953C34DD6E03,工业锅炉,2022,3990,其他电子设备制造,燃气锅炉,DA011,9,[]
SRC-RAW-DBCDA6C6DE46185B95C9,工业锅炉,2022,3990,其他电子设备制造,燃气锅炉,DA011,9,[]
SRC-RAW-CE1C143B987F006A0F06,工业锅炉,2022,3990,其他电子设备制造,燃气锅炉,DA011,9,[]
SRC-RAW-4F420B79A47B053BE6A6,工业锅炉,2022,3990,其他电子设备制造,燃气锅炉,DA011,9,[]
SRC-RAW-552F300EC29AC59E6732,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA086,9,[]
SRC-RAW-238E4DFA2A29BEFC8733,范围外,2022,3982,电子电路制造,,DA086,0,[]
SRC-RAW-18E7D28FE5399B0D52D6,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA063,9,[]
SRC-RAW-BB8D037753CDD5DE8C92,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA064,9,[]
SRC-RAW-275E8083F57620D012F9,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA065,9,[]
SRC-RAW-F9E661A5FF5CB3CEEE97,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA063,9,[]
SRC-RAW-C69664DD5FAE87D7C188,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA063,9,[]
SRC-RAW-71844E41B6372C700EF4,工业锅炉,2022,3982,电子电路制造,燃气锅炉,DA066,9,[]
SRC-RAW-CF8CCA6FE11FCB28401E,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA005,9,[]
SRC-RAW-49CA25E3D701F22D0654,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA005,9,[]
SRC-RAW-EDB1FDACD9C204A0EC72,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA005,9,[]
SRC-RAW-F6144887D401A156D1CE,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA005,9,[]
SRC-RAW-CFD5D5C4D6FA738E4697,工业锅炉,2022,1353,肉制品及副产品加工,燃气锅炉,DA290,9,[]
SRC-RAW-B186521C22DFFE4D4E9E,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA001,9,[]
SRC-RAW-B0ECC8DA63AA2B2D847E,火电热力,2022,4417,生物质能发电,燃气轮机,DA004,9,[]
SRC-RAW-9A7AD38C97EFBB860D96,火电热力,2022,4417,生物质能发电,燃气轮机,DA011,9,[]
SRC-RAW-E80B7DDD5E7ECF15F30E,火电热力,2022,4417,生物质能发电,燃气锅炉,DA002,9,[]
SRC-RAW-63C74C970704DB13D46B,火电热力,2022,4417,生物质能发电,燃气锅炉,DA012,9,[]
SRC-RAW-0BE9435BF40121D62373,火电热力,2022,4417,生物质能发电,燃气锅炉,DA013,9,[]
SRC-RAW-98BEB71FB48F804B6285,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA006,9,[]
SRC-RAW-5926EA38F678A70918F4,范围外,2022,2761,生物药品制造,燃气轮机,DA010,0,[]
SRC-RAW-618031788E02130B3A28,范围外,2022,2761,生物药品制造,燃气轮机,DA011,0,[]
SRC-RAW-2320945DD69477D0CF90,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-978ED58ED0C70E60ED17,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-9FF988E77E0B9C49F17A,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-91B9C23BD16760314E1C,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-2C0CF73AA6AA2A206248,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-CCE518507FE244F9AEB5,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-96DF09F8C66A11AF1314,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-E639FA11D6D1221B0E4A,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-F8639FAF2AC69ADC1DBA,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-535D6261F43143EE95FB,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-3B79F03146DC5B840F33,工业锅炉,2022,3974,显示器件制造,燃气锅炉,DA013,9,[]
SRC-RAW-63F031CD40C62D3287CF,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA008,9,[]
SRC-RAW-58450D35A351E4D3BA79,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA008,9,[]
SRC-RAW-3A4E06FA1B7A556B7CB8,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA008,9,[]
SRC-RAW-F163B9965AA22CD5540D,工业锅炉,2022,3985,电子专用材料制造,燃气锅炉,DA008,9,[]
SRC-RAW-1FEC7206ABAB3EF40814,工业锅炉,2022,3031,粘土砖瓦及建筑砌块制造,燃气锅炉,DA003,9,[]
SRC-RAW-2459F9103DF97641BC02,工业锅炉,2022,1819,其他机织服装制造,燃气锅炉,DA001,9,[]
SRC-RAW-96FC93F88DDDE704DF8D,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA006,9,[]
SRC-RAW-90B1496DEB7CDB8AEE5C,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA007,9,[]
SRC-RAW-13ED7524C325A0189BB6,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA008,9,[]
SRC-RAW-EDA1473CB007821F9C82,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA001,9,[]
SRC-RAW-4FE2CAE9832CD15E6EE9,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA001,9,[]
SRC-RAW-84C1AC1BD973EC46F7F1,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃气锅炉,DA005,9,[]
SRC-RAW-D347BA1B0DE75B77BBA8,工业锅炉,2022,3360,金属表面处理及热处理加工,燃气锅炉,DA006,9,[]
SRC-RAW-332BE0BE03AB49E14B89,范围外,2022,3031,粘土砖瓦及建筑砌块制造,燃生物质锅炉,DA000,0,[]
SRC-RAW-711C8648AB8A2EC91D99,工业锅炉,2022,2662,专项化学用品制造,燃气锅炉,DA001,9,[]
SRC-RAW-F45A19A240E4C3643982,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-B152217274B981D7682E,工业锅炉,2022,3333,金属包装容器及材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-BFEAC697FD2CE8E3F517,范围外,2022,2239,其他纸制品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-B61F9AC64DD15B149BA9,工业锅炉,2022,3852,家用空气调节器制造,燃气锅炉,DA001,9,[]
SRC-RAW-AD2E38F41ECF099A4739,工业锅炉,2022,3442,气体压缩机械制造,燃气锅炉,DA001,9,[]
SRC-RAW-650D20FA967C65B4AB81,工业锅炉,2022,2330,记录媒介复制,燃气锅炉,DA001,9,[]
SRC-RAW-CB701FE9286B19093C1E,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA004,9,[]
SRC-RAW-4849C5A31989ED29C54B,工业锅炉,2022,2651,初级形态塑料及合成树脂制造,燃气锅炉,DA005,9,[]
SRC-RAW-F69CE0CE3DF1042EFA17,工业锅炉,2022,1411,糕点、面包制造,燃气锅炉,DA001,9,[]
SRC-RAW-6476C9F6275251228087,工业锅炉,2022,1411,糕点、面包制造,燃气锅炉,DA002,9,[]
SRC-RAW-FE2EB3A96AEA4EF0D63E,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-EA1B499DF7D4367F2C45,范围外,2022,3021,水泥制品制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-156897D3BE86519B3306,范围外,2022,2319,包装装潢及其他印刷,余热利用锅炉,DA001,0,[]
SRC-RAW-9F0B4A336B520945D494,工业锅炉,2022,1819,其他机织服装制造,燃气锅炉,DA001,9,[]
SRC-RAW-6361C2A556DB970D0FFE,工业锅炉,2022,2681,肥皂及洗涤剂制造,燃气锅炉,DA005,9,[]
SRC-RAW-BDE8352DC7B2259B498B,工业锅炉,2022,3360,金属表面处理及热处理加工,燃气锅炉,DA001,9,[]
SRC-RAW-C378D60CF5EBDD3B0E22,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA001,9,[]
SRC-RAW-0F570D283B4E7F26602C,工业锅炉,2022,1713,棉印染精加工,燃气锅炉,DA002,9,[]
SRC-RAW-09A43F56D934D609ECBA,工业锅炉,2022,1524,含乳饮料和植物蛋白饮料制造,燃气锅炉,DA003,9,[]
SRC-RAW-BE410C173D1A5FDFE374,范围外,2022,3031,粘土砖瓦及建筑砌块制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-9F8A569021FA334E2167,火电热力,2022,4412,热电联产,燃气轮机,DA001,9,[]
SRC-RAW-9B8229F8C1512374E339,火电热力,2022,4412,热电联产,燃气轮机,DA002,9,[]
SRC-RAW-C6611DA1B4E51C3602B7,火电热力,2022,4412,热电联产,燃气轮机,DA001,9,[]
SRC-RAW-D713C44472675D27298D,火电热力,2022,4412,热电联产,燃气轮机,DA002,9,[]
SRC-RAW-1D41752EE1388D13FF8E,火电热力,2022,4412,热电联产,燃气轮机,DA003,9,[]
SRC-RAW-AC6DDEEFE86EADE6D011,工业锅炉,2022,3611,汽柴油车整车制造,燃气锅炉,DA027,9,[]
SRC-RAW-4E0ECEE6D539A1439EDD,工业锅炉,2022,3611,汽柴油车整车制造,燃气锅炉,DA027,9,[]
SRC-RAW-BD79F2DA1DDC0796162C,工业锅炉,2022,3611,汽柴油车整车制造,燃气锅炉,DA027,9,[]
SRC-RAW-9F4E34F5648F821E2F09,工业锅炉,2022,3611,汽柴油车整车制造,燃气锅炉,DA042,9,[]
SRC-RAW-9F787138A73237031C49,工业锅炉,2022,3611,汽柴油车整车制造,燃气锅炉,DA042,9,[]
SRC-RAW-B34F20C5C70175200556,工业锅炉,2022,3611,汽柴油车整车制造,燃气锅炉,DA042,9,[]
SRC-RAW-BC58AEC24BE46201A0AB,工业锅炉,2022,3352,建筑装饰及水暖管道零件制造,燃气锅炉,DA015,9,[]
SRC-RAW-C987D33C42422706B4EA,工业锅炉,2022,3352,建筑装饰及水暖管道零件制造,燃气锅炉,DA015,9,[]
SRC-RAW-8F02202CF2ED7A316213,工业锅炉,2022,3352,建筑装饰及水暖管道零件制造,燃气锅炉,DA014,9,[]
SRC-RAW-923B569580EA7137C2F7,工业锅炉,2022,3352,建筑装饰及水暖管道零件制造,燃气锅炉,DA014,9,[]
SRC-RAW-577C602FEE33E7F151F5,工业锅炉,2022,3352,建筑装饰及水暖管道零件制造,燃气锅炉,DA013,9,[]
SRC-RAW-F3DF37C0223E9250CF73,工业锅炉,2022,1499,其他未列明食品制造,燃气锅炉,DA003,9,[]
SRC-RAW-93826634DD34BDD68120,工业锅炉,2022,1499,其他未列明食品制造,燃气锅炉,DA004,9,[]
SRC-RAW-705A7B21D9BD83F710AA,工业锅炉,2022,1499,其他未列明食品制造,燃气锅炉,DA003,9,[]
SRC-RAW-70242B1761645B5D05EA,工业锅炉,2022,1499,其他未列明食品制造,燃气锅炉,DA003,9,[]
SRC-RAW-FCF440AF79880F0FF2E3,工业锅炉,2022,1499,其他未列明食品制造,燃气锅炉,DA003,9,[]
SRC-RAW-56BCC2C10A5621B9E0C5,工业锅炉,2022,1421,糖果、巧克力制造,燃气锅炉,DA059,9,[]
SRC-RAW-A789AE172794B83D7C22,工业锅炉,2022,1421,糖果、巧克力制造,燃气锅炉,DA059,9,[]
SRC-RAW-0285B9EB6C80EF3A6681,范围外,2022,1462,酱油、食醋及类似制品制造,燃生物质锅炉,DA007,0,[]
SRC-RAW-91A2B98FFF56709CD6F5,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃气锅炉,DA007,9,[]
SRC-RAW-D6FAA932F787B28C4B7B,工业锅炉,2022,2761,生物药品制造,燃气锅炉,DA001,9,[]
SRC-RAW-CD6D1A987F9E5AE37E33,工业锅炉,2022,2761,生物药品制造,燃气锅炉,DA001,9,[]
SRC-RAW-B5397E4CB20DD0FA0328,工业锅炉,2022,2740,中成药生产,燃气锅炉,DA122,9,[]
SRC-RAW-A6ABF53198999AEEFD27,范围外,2022,2239,其他纸制品制造,燃生物质锅炉,DA002,0,[]
SRC-RAW-805302B0E6F79162EC1A,工业锅炉,2022,2239,其他纸制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-94DD3A00484AA500CEC2,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-805EB01414B03AD1D71A,工业锅炉,2022,1462,酱油、食醋及类似制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-D508FAD5874D91E31F5F,范围外,2022,1329,其他饲料加工,燃生物质锅炉,DA001,0,[]
SRC-RAW-308B06C3D9C1961A11F2,工业锅炉,2022,3670,汽车零部件及配件制造,燃气锅炉,DA002,9,[]
SRC-RAW-2438A9EE4DED6D85A3C9,工业锅炉,2022,1493,冷冻饮品及食用冰制造,燃气锅炉,DA001,9,[]
SRC-RAW-8E8BA83B90C51EAF95D9,范围外,2022,2023,刨花板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-612A54FF7C348FDAB75F,范围外,2022,2023,刨花板制造,燃生物质锅炉,DA002,0,[]
SRC-RAW-EC5D26AB561C5A2BFEBE,工业锅炉,2022,3024,轻质建筑材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-5EFF81FAFB804EFA8C91,范围外,2022,2924,泡沫塑料制造,燃生物质锅炉,DA817,0,[]
SRC-RAW-9C56258677CC98D3E1D4,工业锅炉,2022,3872,照明灯具制造,燃气锅炉,DA027,9,[]
SRC-RAW-FFB25704951D44F678C7,工业锅炉,2022,3872,照明灯具制造,燃气锅炉,DA027,9,[]
SRC-RAW-D4A1A11C698EAF2640D5,工业锅炉,2022,3872,照明灯具制造,燃气锅炉,DA028,9,[]
SRC-RAW-78363A0F15066E700D5B,工业锅炉,2022,3872,照明灯具制造,燃气锅炉,DA028,9,[]
SRC-RAW-446885DA0381B2485FB2,范围外,2022,2023,刨花板制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-067A08158C9BBEF3A43D,范围外,2022,2231,纸和纸板容器制造,燃生物质锅炉,DA001,0,[]
SRC-RAW-A6D2AA0F5596207F3CC0,工业锅炉,2022,1353,肉制品及副产品加工,燃气锅炉,DA001,9,[]
SRC-RAW-438A0AA8D62EDD98319D,工业锅炉,2022,3612,新能源车整车制造,燃气锅炉,DA030,9,[]
SRC-RAW-17C8C4E0E7A0EBE5ACE8,工业锅炉,2022,3612,新能源车整车制造,燃气锅炉,DA030,9,[]
SRC-RAW-89A4EEFB6A409C0696B9,工业锅炉,2022,3612,新能源车整车制造,燃气锅炉,DA030,9,[]
SRC-RAW-D5A107F0F6A4F16FA0D6,工业锅炉,2022,3841,锂离子电池制造,燃气锅炉,DA006,9,[]
SRC-RAW-3FC9BCA6D8A459EA1753,工业锅炉,2022,3841,锂离子电池制造,燃气锅炉,DA007,9,[]
SRC-RAW-5E1A4FF04853233E66AA,工业锅炉,2022,3841,锂离子电池制造,燃气锅炉,DA009,9,[]
SRC-RAW-5BDE6226C0F02659D8F5,工业锅炉,2022,3841,锂离子电池制造,燃气锅炉,DA010,9,[]
SRC-RAW-DA7E8692D30D44CF860F,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA002,9,[]
SRC-RAW-39220378A521EB70D658,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA003,9,[]
SRC-RAW-81E224A740262A4F8489,工业锅炉,2022,2661,化学试剂和助剂制造,燃气锅炉,DA002,9,[]
SRC-RAW-ECCA195925A466882103,火电热力,2022,4412,热电联产,燃气轮机,DA002,9,[]
SRC-RAW-D8D51359E8213221330C,火电热力,2022,4412,热电联产,燃气轮机,DA001,9,[]
SRC-RAW-B81BE51DC6E772039048,火电热力,2022,4412,热电联产,燃气锅炉,DA003,9,[]
SRC-RAW-B0422C512655DEC88202,工业锅炉,2022,3024,轻质建筑材料制造,燃气锅炉,DA001,9,[]
SRC-RAW-40B3F1CC9DE722E6B750,工业锅炉,2022,1353,肉制品及副产品加工,燃气锅炉,DA001,9,[]
SRC-RAW-29C5EB21D98B9142B483,工业锅炉,2022,2221,机制纸及纸板制造,燃气锅炉,DA003,9,[]
SRC-RAW-1A315F19F4D4622CDB7C,工业锅炉,2022,1910,皮革鞣制加工,燃气锅炉,DA001,9,[]
SRC-RAW-B2F390524C871817D53B,工业锅炉,2022,1910,皮革鞣制加工,燃气锅炉,DA001,9,[]
SRC-RAW-A5202D7ECB2EECC00B5D,工业锅炉,2022,1910,皮革鞣制加工,燃气锅炉,DA001,9,[]
SRC-RAW-DF2720F0EC8D2179F66B,工业锅炉,2022,1910,皮革鞣制加工,燃气锅炉,DA001,9,[]
SRC-RAW-5B653478E68DEA24FFF9,工业锅炉,2022,2682,化妆品制造,燃气锅炉,DA001,9,[]
SRC-RAW-5766DF5B7CC1124817CE,工业锅炉,2022,2915,日用及医用橡胶制品制造,燃气锅炉,DA001,9,[]
SRC-RAW-DA5EECDA6FE0A0D991F5,工业锅炉,2022,2682,化妆品制造,燃气锅炉,DA002,9,[]
SRC-RAW-DEDA2D51BC559C426DA1,工业锅炉,2022,2912,橡胶板、管、带制造,燃气锅炉,DA002,9,[]
SRC-RAW-797DB6F7DB6C9B013B0A,工业锅炉,2022,2541,生物质液体燃料生产,燃气锅炉,DA001,9,[]
SRC-RAW-6207E467E502A367D17A,工业锅炉,2022,2541,生物质液体燃料生产,燃气锅炉,DA002,9,[]
SRC-RAW-B574C47B866A3DD2A9B5,工业锅炉,2022,2190,其他家具制造,燃气锅炉,DA001,9,[]
SRC-RAW-D45087125319DC2CB971,工业锅炉,2022,1419,饼干及其他焙烤食品制造,燃气锅炉,DA001,9,[]
