源ID,源类,基102原表行号,污染物,B0参照总量表记录行号,当前终态,当前产生量_吨每年,当前排放量_吨每年,按现协议应有终态,按现协议产生量_吨每年,按现协议排放量_吨每年,按现协议原因码,非空脱硝记录数,被用于NH3判定的其他治理文本,问题归属,影响说明
SRC-RAW-1453EF7D6625C7EBD5A3,工业锅炉,5802,NH3,3370,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-0D37E4DC70046446405D,工业锅炉,5803,NH3,2200,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+离心水膜,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-45A14EBA1746E0AE89A1,工业锅炉,5809,NH3,11461,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+离心水膜,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-33BCFFE5D93422B4796D,工业锅炉,5822,NH3,8356,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,电袋组合,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-E7E5ADAFCFECF7200532,工业锅炉,5827,NH3,37687,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-6585362B366B486A2083,工业锅炉,5828,NH3,16816,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,其他（湿法脱硫除尘一体化）+电袋组合,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-B8BC60CF6EB1B29EA431,工业锅炉,5864,NH3,30334,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,双碱法+袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-9CD347CBAA1E4690A8D4,工业锅炉,5904,NH3,25879,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,（炉内脱硫）+石灰石/石膏法+喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-23B2A417885E0B963807,工业锅炉,5908,NH3,5935,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-D93FC5D6E86B4F04DB3E,工业锅炉,5911,NH3,35347,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,喷淋塔/冲击水浴,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
SRC-RAW-1499183EFC76641D125A,工业锅炉,5913,NH3,3415,not_involved,,,calculated,0,0,DENITRIFICATION_INFO_MISSING_ZERO,0,袋式除尘,参照生成程序 nh3_processes + 核算引擎 denitrification_processes,修正终态、空白/数值与原因字段；经验零不是实测氨排放
